name,page-name,page-id,likes,talking-about,party,dist,percent
丁守中,丁守中,tingshouchung,27611,4633,國民黨,台北市第1選舉區,16.779544384484442
吳思瑤,台北有需要‧請找吳思瑤,TaipeiNeedYou,20959,5967,民進黨,台北市第1選舉區,28.469869745693977
王靜亞,王靜亞,drwangyaya,14584,7342,民國黨,台北市第1選舉區,50.342841470104226
姚文智,姚文智翻台北,YaoTurningTaipei,30825,2274,民進黨,台北市第2選舉區,7.377128953771289
潘懷宗,潘懷宗,apan710,16706,5533,新黨,台北市第2選舉區,33.119837184245185
吳俊德,吳俊德,tmskex,4458,2571,信心希望聯盟,台北市第2選舉區,57.67160161507402
蔣萬安,蔣萬安,chiangwanan,28996,11086,國民黨,台北市第3選舉區,38.23285970478686
潘建志,BillyPan 潘建志醫師,billypan102,164806,17139,無黨籍,台北市第3選舉區,10.399500018203222
李晏榕,李晏榕 Yen-jong Lee,sdpyenjonglee,11107,3313,綠黨社會民主黨聯盟,台北市第3選舉區,29.82803637345818
林新凱,林新凱,akhai.tw,855,12,台灣獨立黨,台北市第3選舉區,1.4035087719298245
黃麗香,第九屆立法委員臺北市第三選區（中山、松山）候選人黃麗香,804942532948244,46,17,無黨籍,台北市第3選舉區,36.95652173913043
李彥秀,李彥秀,ashow.tpe,32763,10697,國民黨,台北市第4選舉區,32.64963525928639
黃珊珊,台北市議員黃珊珊,taipei33,81204,7566,親民黨,台北市第4選舉區,9.317275011083199
蕭亞譚,蕭亞譚網路總部,YatanOffice,11167,1515,台灣團結聯盟,台北市第4選舉區,13.566759201217874
陳尚志,陳尚志 社會民主黨,SCCSDP,5142,3422,綠黨社會民主黨聯盟,台北市第4選舉區,66.54998055231427
林少馳,林少馳 Terrence Lin,sclregeneration,2488,857,時代力量,台北市第4選舉區,34.44533762057878
何偉,何偉,SAVETAIWANECONOMICS,128,17,無黨籍,台北市第4選舉區,13.28125
林昶佐,林昶佐 中正萬華關鍵戰將,ivotefreddy,27923,12876,時代力量,台北市第5選舉區,46.11252372596068
李家幸,朝天椒（李家幸）,hotpepper.tw,451,835,台灣獨立黨,台北市第5選舉區,185.14412416851442
尤瑞敏,尤瑞敏 （蔡媽媽）,1448822928767933,2115,191,樹黨,台北市第5選舉區,9.030732860520095
蔣乃辛,蔣乃辛,Chiang.NaiShin,1029,167,國民黨,台北市第6選舉區,16.229348882410108
范雲,大安推范雲,daan4fanyun,14408,3431,綠黨社會民主黨聯盟,台北市第6選舉區,23.81315935591338
吳旭智,吳旭智,Morning.MKT,4124,2488,民國黨,台北市第6選舉區,60.32977691561591
龎維良,龎維良- 改變才有新力量,756275957803295,1490,303,無黨籍,台北市第6選舉區,20.335570469798657
周芳如,周芳如大安區立委參選人,choufj,2302,602,無黨籍,台北市第6選舉區,26.151172893136405
趙衍慶,趙衍慶,737238553021570,217,38,無黨籍,台北市第6選舉區,17.51152073732719
陳家宏,陳家宏,ChiaHungChen.tw,1115,112,樹黨,台北市第6選舉區,10.044843049327353
曾獻瑩,政治 從家開始-曾獻瑩,politicsfromfamily,1869,2001,信心希望聯盟,台北市第6選舉區,107.06260032102728
古文發,大愛憲改聯盟大安區立委參選人 古文發,441557072670526,259,12,大愛憲改聯盟,台北市第6選舉區,4.633204633204633
費鴻泰,費鴻泰（阿力克司）,893657620668012,33816,10562,國民黨,台北市第7選舉區,31.23373550981784
呂欣潔,呂欣潔 Jennifer Lu,JenniferLuTw,16400,6621,綠黨社會民主黨聯盟,台北市第7選舉區,40.3719512195122
楊實秋,楊實秋,PPMasterYang,69831,24332,無黨籍,台北市第7選舉區,34.8441236700033
林文傑,林文傑-信義.南松山,777290745726354,294,81,無黨籍,台北市第7選舉區,27.55102040816326
賴士葆,賴士葆,1573873889493647,22610,4123,國民黨,台北市第8選舉區,18.235294117647058
苗博雅,苗博雅 MiaoPoya,miaopoya.sdp,27050,9022,綠黨社會民主黨聯盟,台北市第8選舉區,33.35304990757856
李慶元,【國會新頭腦】李慶元,863388347084952,8120,2930,無黨籍,台北市第8選舉區,36.08374384236453
陳如聖,陳如聖,lucent.chen,131,37,台灣工黨,台北市第8選舉區,28.24427480916031
吳育昇,吳育昇,yeswuasheng,15976,2160,國民黨,新北市第1選舉區,13.520280420630945
呂孫綾,呂孫綾,shirleylu312,7035,1747,民進黨,新北市第1選舉區,24.832977967306324
陳明義,陳明義,imingyi,8110,3563,國民黨,新北市第2選舉區,43.933415536374845
林淑芬,林淑芬,linshufen.fans,22560,6315,民進黨,新北市第2選舉區,27.992021276595747
李乾龍,李乾龍粉絲團,239551342729652,15772,5287,國民黨,新北市第3選舉區,33.52143038295714
高志鵬,高志鵬 Gao Jyh Peng,gaojyhpeng,6790,4281,民進黨,新北市第3選舉區,63.048600883652426
姚胤宏,新北市第三選區立委候選人姚胤宏 - 樹黨,TreespartyYao,122,129,樹黨,新北市第3選舉區,105.73770491803278
陳茂嘉,陳茂嘉立委候選人～後援會,1521687654809874,167,233,國民黨,新北市第4選舉區,139.52095808383234
吳秉叡,吳秉叡,Wubray,26705,17983,民進黨,新北市第4選舉區,67.3394495412844
賈伯楷,賈伯楷,bokaijia,1337,306,綠黨社會民主黨聯盟,新北市第4選舉區,22.887060583395662
黃志雄,黃志雄&洪佳君,ly11051,19768,2402,國民黨,新北市第5選舉區,12.150951031970862
蘇巧慧,蘇巧慧,chiaohui.su,70832,10195,民進黨,新北市第5選舉區,14.393212107522025
郭柏瑜,郭柏瑜 為人民出任務,940997429312809,335,398,時代力量,新北市第5選舉區,118.80597014925374
林國春,林國春,superkcl,21791,7395,國民黨,新北市第6選舉區,33.93602863567528
張宏陸,張宏陸,hunglueball,6838,3052,民進黨,新北市第6選舉區,44.632933606317636
康仁俊,康莊新板橋 康仁俊,187188091318923,5035,4409,親民黨,新北市第6選舉區,87.56703078450843
李貴寶,李貴寶,753716164737074,1305,976,民國黨,新北市第6選舉區,74.78927203065135
李建明,李建明,TreesPartyJimmyLi,376,38,樹黨,新北市第6選舉區,10.106382978723403
黃鈞民,黃鈞民,1464001000569861,1137,53,軍公教聯盟黨,新北市第6選舉區,4.661389621811785
游信義,游信義,You.HsinYi,4849,2501,信心希望聯盟,新北市第6選舉區,51.57764487523201
江惠貞,江惠貞,huizhen0128,16552,6910,國民黨,新北市第7選舉區,41.747220879652005
羅致政,台灣新力量/羅致政粉絲團,voteforlo,39737,6593,民進黨,新北市第7選舉區,16.591589702292573
李婉鈺,李婉鈺的園地,wanyu.newtaipeicity,14768,1229,無黨籍,新北市第7選舉區,8.32204767063922
汪成華,汪成華/新北第7選區-板橋東區立委參選人,e.Bangiao,355,36,健保免費連線,新北市第7選舉區,10.140845070422536
張慶忠,張慶忠,chingchung401224,1687,463,國民黨,新北市第8選舉區,27.445168938944875
江永昌,江永昌,iamyungchang,586,454,民進黨,新北市第8選舉區,77.47440273037543
林德福,林德福,lintefu,1443,206,國民黨,新北市第9選舉區,14.275814275814275
張菁芳,張菁芳 民國黨立委參選人_永和·中和秀安,mkt234ccchang,4005,891,民國黨,新北市第9選舉區,22.247191011235955
李幸長,居住正義 - 李幸長,leehsinchangTW,2339,215,無黨籍,新北市第9選舉區,9.191962377084224
吳琪銘,吳琪銘,wuqiming519,5767,2379,民進黨,新北市第10選舉區,41.25195075429166
羅明才,羅明才,mtlo.tw,12564,788,國民黨,新北市第11選舉區,6.271887933779051
陳永福,新北市議員 陳永福,fu.hearken,2589,534,民進黨,新北市第11選舉區,20.625724217844727
曾柏瑜,曾柏瑜,poyu.tseng2016,7732,3532,綠黨社會民主黨聯盟,新北市第11選舉區,45.680289705121574
李慶華,李慶華,lym033a,15281,2838,國民黨,新北市第12選舉區,18.57208297886264
黃國昌,「黃國昌  從頭贏回台灣」,kcfor2016,27448,5479,時代力量,新北市第12選舉區,19.961381521422325
陳永順,陳永順,FHLTWys,1217,306,信心希望聯盟,新北市第12選舉區,25.143796220213638
陳根德,陳根德,kentechen,19329,3590,國民黨,桃園市第1選舉區,18.573128459827203
鄭運鵬,鄭運鵬粉絲團,nicepongpong,1438,235,民進黨,桃園市第1選舉區,16.342141863699585
王寶萱,王寶萱,standforpeople,5861,1964,綠黨社會民主黨聯盟,桃園市第1選舉區,33.50963999317523
廖正井,廖正井,590121424421164,3542,1050,國民黨,桃園市第2選舉區,29.64426877470356
陳佩俞,陳佩俞,py1234,1171,181,樹黨,桃園市第2選舉區,15.456874466268147
陳學聖,陳學聖,junglicity,22608,906,國民黨,桃園市第3選舉區,4.007430997876858
徐景文,徐景文,cwhsu2016,21945,10892,民進黨,桃園市第3選舉區,49.633173843700156
陳宏瑞,陳宏瑞,inventor.MKT,3525,1451,民國黨,桃園市第3選舉區,41.16312056737589
賴立竹,中壢優先 賴立竹,140397062741642,3814,1493,無黨籍,桃園市第3選舉區,39.14525432616676
楊麗環,楊麗環,yanglihuan,4021,1370,國民黨,桃園市第4選舉區,34.07112658542651
鄭寶清,鄭寶清,1572448819666020,2979,1287,民進黨,桃園市第4選舉區,43.202416918429
呂玉玲,看見幸福 呂玉玲,yuling616,13644,3678,國民黨,桃園市第5選舉區,26.95690413368514
張肇良,張肇良 為您打拼,zao.liang4798751,21128,6050,民進黨,桃園市第5選舉區,28.634986747444152
張誠,民國黨 張誠博士 平鎮龍潭區 立法委員參選人,PhDChang,7733,1742,民國黨,桃園市第5選舉區,22.52683305314884
孫大千,"孫大千Sun, Ta-Chien",1503745219913314,15833,2094,國民黨,桃園市第6選舉區,13.225541590349271
呂東杰,呂東杰,lu.d.jie.10,893,175,綠黨社會民主黨聯盟,桃園市第6選舉區,19.596864501679732
趙正宇,趙正宇,JhengYuOfficeBlog,12152,2303,無黨籍,桃園市第6選舉區,18.951612903225808
顏秋月,顏秋月,chiouyueyen,9441,1584,國民黨,台中市第1選舉區,16.777883698760725
蔡其昌,蔡其昌,taichungGogogo,129838,27300,民進黨,台中市第1選舉區,21.026201882345692
顏寬恒,顏寬恒,kuanheng99,23643,7137,國民黨,台中市第2選舉區,30.18652455272174
陳世凱,陳世凱,chenshihkai.taichung,25602,6127,民進黨,台中市第2選舉區,23.931724084055933
楊瓊瓔,好立委 楊瓊瓔,195094157238158,41068,16315,國民黨,台中市第3選舉區,39.72679458459141
洪慈庸,洪慈庸,newpowerhung,102473,53134,時代力量,台中市第3選舉區,51.85170727899057
蔡錦隆,蔡錦隆加油讚,long.tcgo,25181,7434,國民黨,台中市第4選舉區,29.522258845955285
張廖萬堅,堅持．張廖萬堅,wanchien0209,20466,5302,民進黨,台中市第4選舉區,25.906381315352288
吳淑慧,吳淑慧,nikkywuMKT,6032,2890,民國黨,台中市第4選舉區,47.91114058355438
葉春幸,台灣阿幸葉春幸,HsingForTaiwan,2610,2516,信心希望聯盟,台中市第4選舉區,96.3984674329502
盧秀燕,盧秀燕,109391162488374,3113,606,國民黨,台中市第5選舉區,19.46675232894314
劉國隆,劉國隆建築師,889579694439132,2690,1304,台灣團結聯盟,台中市第5選舉區,48.47583643122677
簡孟軒,簡孟軒,life.andrew,2332,2019,信心希望聯盟,台中市第5選舉區,86.57804459691252
沈智慧,沈智慧粉絲團,eqmame.tw,6442,9064,國民黨,台中市第6選舉區,140.70164545172307
黃國書,黃國書,566381323386617,23560,6434,民進黨,台中市第6選舉區,27.308998302207133
賴義鍠,推動社會善良風！賴義鍠服務處,945847845427050,954,136,國民黨,台中市第7選舉區,14.255765199161424
何欣純,何欣純立法委員粉絲團,302880513884,2632,499,民進黨,台中市第7選舉區,18.958966565349545
江啟臣,江啟臣服務讚,johnnyccchiang,22691,3755,國民黨,台中市第8選舉區,16.548411264377947
謝志忠,謝志忠　幫您講話,1627016040846724,10596,4931,民進黨,台中市第8選舉區,46.5364288410721
黃瑞坤,黃瑞坤 fans,kun3312996,649,265,國民黨,台南市第1選舉區,40.83204930662558
葉宜津,葉宜津,YehYiJin,42249,7849,民進黨,台南市第1選舉區,18.577954507799003
黃耀盛,中國國民黨立法委員105年台南第二選區參選人【黃耀盛】,yaosheng2016,1177,237,國民黨,台南市第2選舉區,20.135938827527614
黃偉哲,立法委員 黃偉哲,taiwanweicher,20874,2957,民進黨,台南市第2選舉區,14.165948069368591
謝龍介,謝龍介,TEL062268268,9369,1081,國民黨,台南市第3選舉區,11.538051019319031
陳亭妃,立法委員 陳亭妃,fififans,23358,2002,民進黨,台南市第3選舉區,8.570939292747667
鄧秀寶,鄧秀寶,MKTMonaLisa,1376,1475,民國黨,台南市第3選舉區,107.19476744186048
陳淑慧,立法委員陳淑慧,169461366430673,1809,886,國民黨,台南市第4選舉區,48.977335544499724
林俊憲,林俊憲,seeklin,9533,5590,民進黨,台南市第4選舉區,58.63841393055701
楊智達,楊智達,zdayoung,6439,4726,綠黨社會民主黨聯盟,台南市第4選舉區,73.39649013822022
林易煌,林易煌醫師,linyihuang2105,1479,435,國民黨,台南市第5選舉區,29.411764705882355
王定宇,王定宇,wdy19690305,137043,75819,民進黨,台南市第5選舉區,55.32497099450537
李盈蒔,李盈蒔,1533425533637945,310,11,中華統一促進黨,台南市第5選舉區,3.5483870967741935
鍾易仲,幸福好粽 鍾易仲,loveyichung,8336,5438,國民黨,高雄市第1選舉區,65.23512476007679
邱議瑩,登真-邱議瑩,179828222070223,20779,8755,民進黨,高雄市第1選舉區,42.13388517252996
